date,text,rating,translated_text,jumlah_kata_awal,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,skor_lexicon,skor_lexicon_ke_rating,sentimen_multiclass
2020-09-19,Tolong disediakan untuk Apple TV.,5,Tolong disediakan untuk Apple TV.,5,tolong disediakan untuk apple tv,"['tolong', 'disediakan', 'untuk', 'apple', 'tv']",5,"['disediakan', 'apple', 'tv']",3,"['sedia', 'apple', 'tv']",sedia apple tv,2,4,Positif
2022-07-30,Error and lags,4,Kesalahan dan kelambatan,3,kesalahan dan kelambatan,"['kesalahan', 'dan', 'kelambatan']",3,"['kesalahan', 'kelambatan']",2,"['salah', 'lambat']",salah lambat,-3,2,Negatif
2020-09-14,"Hi !
I love the app, but unfortunately the app is for iPhone (or iPad) only.
would you make it to be available on apple TV too?
Please.",4,"Hai !
Saya suka aplikasinya, tapi sayangnya aplikasi ini hanya untuk iPhone (atau iPad).
apakah Anda akan membuatnya tersedia di apple TV juga?
Silakan.",28,hai saya suka aplikasinya tapi sayangnya aplikasi ini hanya untuk iphone atau ipad apakah anda akan membuatnya tersedia di apple tv juga silakan,"['hai', 'saya', 'suka', 'aplikasinya', 'tapi', 'sayangnya', 'aplikasi', 'ini', 'hanya', 'untuk', 'iphone', 'atau', 'ipad', 'apakah', 'anda', 'akan', 'membuatnya', 'tersedia', 'di', 'apple', 'tv', 'juga', 'silakan']",23,"['hai', 'suka', 'aplikasinya', 'sayangnya', 'iphone', 'ipad', 'membuatnya', 'tersedia', 'apple', 'tv', 'silakan']",11,"['hai', 'suka', 'aplikasi', 'sayang', 'iphone', 'ipad', 'buat', 'sedia', 'apple', 'tv', 'sila']",hai suka aplikasi sayang iphone ipad buat sedia apple tv sila,-6,1,Negatif
2022-05-06,gabisa fitur pip nya di ipad maupun di iphone😭😭,4,gabisa fitur pip nya di ipad maupun di iphone😭😭,9,gabisa fitur pip nya di ipad maupun di iphone😭😭,"['gabisa', 'fitur', 'pip', 'nya', 'di', 'ipad', 'maupun', 'di', 'iphone😭😭']",9,"['gabisa', 'fitur', 'pip', 'ipad', 'iphone😭😭']",5,"['gabisa', 'fitur', 'pip', 'ipad', 'iphone']",gabisa fitur pip ipad iphone,0,3,Netral
2020-09-04,Tidak bisa casting melalui chromecast. sms OTP tidak diterima,2,Tidak bisa casting melalui chromecast. sms OTP tidak diterima,9,tidak bisa casting melalui chromecast sms otp tidak diterima,"['tidak', 'bisa', 'casting', 'melalui', 'chromecast', 'sms', 'otp', 'tidak', 'diterima']",9,"['casting', 'chromecast', 'sms', 'otp', 'diterima']",5,"['casting', 'chromecast', 'sms', 'otp', 'terima']",casting chromecast sms otp terima,2,4,Positif
2020-09-28,"There is no subtitle option on my iphone 7 plus, and still no dark mode updates. Fix this and i will rewrite my review, thanks",1,"Tidak ada opsi subtitle di iPhone 7 plus saya, dan masih belum ada pembaruan mode gelap. Perbaiki ini dan saya akan menulis ulang ulasan saya, terima kasih",25,tidak ada opsi subtitle di iphone plus saya dan masih belum ada pembaruan mode gelap perbaiki ini dan saya akan menulis ulang ulasan saya terima kasih,"['tidak', 'ada', 'opsi', 'subtitle', 'di', 'iphone', 'plus', 'saya', 'dan', 'masih', 'belum', 'ada', 'pembaruan', 'mode', 'gelap', 'perbaiki', 'ini', 'dan', 'saya', 'akan', 'menulis', 'ulang', 'ulasan', 'saya', 'terima', 'kasih']",26,"['opsi', 'subtitle', 'iphone', 'plus', 'pembaruan', 'mode', 'gelap', 'perbaiki', 'menulis', 'ulang', 'ulasan', 'terima', 'kasih']",13,"['opsi', 'subtitle', 'iphone', 'plus', 'baru', 'mode', 'gelap', 'baik', 'tulis', 'ulang', 'ulas', 'terima', 'kasih']",opsi subtitle iphone plus baru mode gelap baik tulis ulang ulas terima kasih,-2,2,Negatif
2020-10-05,lack Match content framerate and dynamic range on Apple TV. please add them on future release.,3,kekurangan Cocokkan framerate konten dan rentang dinamis di Apple TV. silakan tambahkan pada rilis mendatang.,16,kekurangan cocokkan framerate konten dan rentang dinamis di apple tv silakan tambahkan pada rilis mendatang,"['kekurangan', 'cocokkan', 'framerate', 'konten', 'dan', 'rentang', 'dinamis', 'di', 'apple', 'tv', 'silakan', 'tambahkan', 'pada', 'rilis', 'mendatang']",15,"['kekurangan', 'cocokkan', 'framerate', 'konten', 'rentang', 'dinamis', 'apple', 'tv', 'silakan', 'tambahkan', 'rilis']",11,"['kurang', 'cocok', 'framerate', 'konten', 'rentang', 'dinamis', 'apple', 'tv', 'sila', 'tambah', 'rilis']",kurang cocok framerate konten rentang dinamis apple tv sila tambah rilis,-4,1,Negatif
2020-09-06,No chromecast support,3,Tidak ada dukungan chromecast,3,tidak ada dukungan chromecast,"['tidak', 'ada', 'dukungan', 'chromecast']",4,"['dukungan', 'chromecast']",2,"['dukung', 'chromecast']",dukung chromecast,4,5,Positif
2022-01-21,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",1,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",13,parah banget mau nyambungin ke tv susah dibilang record app subtitle jadi kacau,"['parah', 'banget', 'mau', 'nyambungin', 'ke', 'tv', 'susah', 'dibilang', 'record', 'app', 'subtitle', 'jadi', 'kacau']",13,"['parah', 'nyambungin', 'tv', 'susah', 'dibilang', 'record', 'app', 'subtitle', 'kacau']",9,"['parah', 'nyambungin', 'tv', 'susah', 'bilang', 'record', 'app', 'subtitle', 'kacau']",parah nyambungin tv susah bilang record app subtitle kacau,-8,1,Negatif
2020-12-13,"kenapa koneksinya suka error? padahal seharusnya lancar lancar aja, dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download",1,"kenapa koneksinya suka error? padahal seharusnya lancar lancar aja, dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download",24,kenapa koneksinya suka error padahal seharusnya lancar lancar aja dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download,"['kenapa', 'koneksinya', 'suka', 'error', 'padahal', 'seharusnya', 'lancar', 'lancar', 'aja', 'dan', 'juga', 'udah', 'coba', 'download', 'filmnya', 'tetep', 'buffering', 'error', 'gatau', 'kenapa', 'padahal', 'udah', 'di', 'download']",24,"['koneksinya', 'suka', 'error', 'lancar', 'lancar', 'aja', 'coba', 'download', 'filmnya', 'tetep', 'buffering', 'error', 'gatau', 'download']",14,"['koneksi', 'suka', 'error', 'lancar', 'lancar', 'aja', 'coba', 'download', 'film', 'tetep', 'buffering', 'error', 'gatau', 'download']",koneksi suka error lancar lancar aja coba download film tetep buffering error gatau download,-20,1,Negatif
2022-01-13,The OTP CODE really takes forever dude c’mon….,4,KODE OTPnya lama banget sob….,8,kode otpnya lama banget sob…,"['kode', 'otpnya', 'lama', 'banget', 'sob…']",5,"['kode', 'otpnya', 'sob…']",3,"['kode', 'otpnya', 'sob']",kode otpnya sob,-1,3,Netral
2022-09-28,Kenapa jadi berbayar semua. Sampai film yang pernah di tonton juga berbayar. Sangat mengecewakan 🤬🤬🤬😡😡😡,1,Kenapa jadi berbayar semua. Sampai film yang pernah di tonton juga berbayar. Sangat mengecewakan 🤬🤬🤬😡😡😡,15,kenapa jadi berbayar semua sampai film yang pernah di tonton juga berbayar sangat mengecewakan 🤬🤬🤬😡😡😡,"['kenapa', 'jadi', 'berbayar', 'semua', 'sampai', 'film', 'yang', 'pernah', 'di', 'tonton', 'juga', 'berbayar', 'sangat', 'mengecewakan', '🤬🤬🤬😡😡😡']",15,"['berbayar', 'film', 'tonton', 'berbayar', 'mengecewakan', '🤬🤬🤬😡😡😡']",6,"['bayar', 'film', 'tonton', 'bayar', 'kecewa', '']",bayar film tonton bayar kecewa ,-10,1,Negatif
2022-06-23,setiap mau download naik 1% aja bisa 4 jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis 4 gb satu video gara gara gagal terus setiap mau download,2,setiap mau download naik 1% aja bisa 4 jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis 4 gb satu video gara gara gagal terus setiap mau download,33,setiap mau download naik aja bisa jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis gb satu video gara gara gagal terus setiap mau download,"['setiap', 'mau', 'download', 'naik', 'aja', 'bisa', 'jam', 'padahal', 'jaringan', 'bagus', 'pake', 'wifi', 'sampe', 'pake', 'internet', 'sendiri', 'bener', 'bener', 'sampe', 'habis', 'gb', 'satu', 'video', 'gara', 'gara', 'gagal', 'terus', 'setiap', 'mau', 'download']",30,"['download', 'aja', 'jam', 'jaringan', 'pake', 'wifi', 'sampe', 'pake', 'internet', 'bener', 'bener', 'sampe', 'habis', 'gb', 'video', 'gara', 'gara', 'gagal', 'download']",19,"['download', 'aja', 'jam', 'jaring', 'pake', 'wifi', 'sampe', 'pake', 'internet', 'bener', 'bener', 'sampe', 'habis', 'gb', 'video', 'gara', 'gara', 'gagal', 'download']",download aja jam jaring pake wifi sampe pake internet bener bener sampe habis gb video gara gara gagal download,-13,1,Negatif
2022-07-01,Saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh 5G 👎unistall apk 👎,1,Saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh 5G 👎unistall apk 👎,23,saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh g 👎unistall apk 👎,"['saya', 'sudah', 'download', 'ketika', 'mau', 'login', 'masukan', 'no', 'hp', 'kode', 'verifikasi', 'tidak', 'terkirim', 'ke', 'hp', 'saya', 'padahal', 'jaringan', 'sdh', 'g', '👎unistall', 'apk', '👎']",23,"['download', 'login', 'masukan', 'no', 'hp', 'kode', 'verifikasi', 'terkirim', 'hp', 'jaringan', 'sdh', 'g', '👎unistall', 'apk', '👎']",15,"['download', 'login', 'masuk', 'no', 'hp', 'kode', 'verifikasi', 'kirim', 'hp', 'jaring', 'sdh', 'g', 'unistall', 'apk', '']",download login masuk no hp kode verifikasi kirim hp jaring sdh g unistall apk ,-1,3,Netral
2020-09-05,"movies and series cant be mirrored from iphone to apple tv, but trailers can be mirrored just fine. Please fix this bug.",2,"film dan serial tidak dapat dicerminkan dari iPhone ke Apple TV, namun cuplikan dapat dicerminkan dengan baik. Tolong perbaiki bug ini.",22,film dan serial tidak dapat dicerminkan dari iphone ke apple tv namun cuplikan dapat dicerminkan dengan baik tolong perbaiki bug ini,"['film', 'dan', 'serial', 'tidak', 'dapat', 'dicerminkan', 'dari', 'iphone', 'ke', 'apple', 'tv', 'namun', 'cuplikan', 'dapat', 'dicerminkan', 'dengan', 'baik', 'tolong', 'perbaiki', 'bug', 'ini']",21,"['film', 'serial', 'dicerminkan', 'iphone', 'apple', 'tv', 'cuplikan', 'dicerminkan', 'perbaiki', 'bug']",10,"['film', 'serial', 'cermin', 'iphone', 'apple', 'tv', 'cuplik', 'cermin', 'baik', 'bug']",film serial cermin iphone apple tv cuplik cermin baik bug,5,5,Positif
2022-04-15,I can't seem to get my OPT password upon registering.,1,Sepertinya saya tidak bisa mendapatkan kata sandi OPT saya saat mendaftar.,10,sepertinya saya tidak bisa mendapatkan kata sandi opt saya saat mendaftar,"['sepertinya', 'saya', 'tidak', 'bisa', 'mendapatkan', 'kata', 'sandi', 'opt', 'saya', 'saat', 'mendaftar']",11,"['sandi', 'opt', 'mendaftar']",3,"['sandi', 'opt', 'daftar']",sandi opt daftar,-3,2,Negatif
2020-09-25,"No airplay, screen mirroring or smart tv app??
Watching on phone or ipad is tiring! Please make it available for screen mirroring at least. Dont make our subscription such a waste",5,"Tidak ada pemutaran, pencerminan layar, atau aplikasi TV pintar??
Menonton di ponsel atau iPad memang melelahkan! Harap sediakan setidaknya untuk pencerminan layar. Jangan jadikan langganan kami sia-sia",31,tidak ada pemutaran pencerminan layar atau aplikasi tv pintar menonton di ponsel atau ipad memang melelahkan harap sediakan setidaknya untuk pencerminan layar jangan jadikan langganan kami siasia,"['tidak', 'ada', 'pemutaran', 'pencerminan', 'layar', 'atau', 'aplikasi', 'tv', 'pintar', 'menonton', 'di', 'ponsel', 'atau', 'ipad', 'memang', 'melelahkan', 'harap', 'sediakan', 'setidaknya', 'untuk', 'pencerminan', 'layar', 'jangan', 'jadikan', 'langganan', 'kami', 'siasia']",27,"['pemutaran', 'pencerminan', 'layar', 'tv', 'pintar', 'ponsel', 'ipad', 'melelahkan', 'harap', 'sediakan', 'pencerminan', 'layar', 'jadikan', 'langganan', 'siasia']",15,"['putar', 'cermin', 'layar', 'tv', 'pintar', 'ponsel', 'ipad', 'lelah', 'harap', 'sedia', 'cermin', 'layar', 'jadi', 'langgan', 'siasia']",putar cermin layar tv pintar ponsel ipad lelah harap sedia cermin layar jadi langgan siasia,2,4,Positif
2020-11-01,Really enjoy all the movies:),5,Sangat menikmati semua filmnya :),5,sangat menikmati semua filmnya,"['sangat', 'menikmati', 'semua', 'filmnya']",4,"['menikmati', 'filmnya']",2,"['nikmat', 'film']",nikmat film,3,4,Positif
2020-11-27,"No English subtitle available, but shelling out soulless local dubs instead. The hell are they thinking?",1,"Tidak ada subtitle bahasa Inggris yang tersedia, tetapi gunakan sulih suara lokal yang tidak berjiwa. Apa yang mereka pikirkan?",16,tidak ada subtitle bahasa inggris yang tersedia tetapi gunakan sulih suara lokal yang tidak berjiwa apa yang mereka pikirkan,"['tidak', 'ada', 'subtitle', 'bahasa', 'inggris', 'yang', 'tersedia', 'tetapi', 'gunakan', 'sulih', 'suara', 'lokal', 'yang', 'tidak', 'berjiwa', 'apa', 'yang', 'mereka', 'pikirkan']",19,"['subtitle', 'bahasa', 'inggris', 'tersedia', 'sulih', 'suara', 'lokal', 'berjiwa', 'pikirkan']",9,"['subtitle', 'bahasa', 'inggris', 'sedia', 'sulih', 'suara', 'lokal', 'jiwa', 'pikir']",subtitle bahasa inggris sedia sulih suara lokal jiwa pikir,-5,1,Negatif
2022-06-27,Everything is Good but what happen with The apps icon?,5,Semuanya baik-baik saja tetapi apa yang terjadi dengan ikon aplikasi?,10,semuanya baikbaik saja tetapi apa yang terjadi dengan ikon aplikasi,"['semuanya', 'baikbaik', 'saja', 'tetapi', 'apa', 'yang', 'terjadi', 'dengan', 'ikon', 'aplikasi']",10,"['baikbaik', 'ikon']",2,"['baikbaik', 'ikon']",baikbaik ikon,0,3,Netral
2020-09-04,"Luar biasa film-film nya emang yg kita suka semuanya, bukan film-film ga jelas, top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼",5,"Luar biasa film-film nya emang yg kita suka semuanya, bukan film-film ga jelas, top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼",16,luar biasa filmfilm nya emang yg kita suka semuanya bukan filmfilm ga jelas top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼,"['luar', 'biasa', 'filmfilm', 'nya', 'emang', 'yg', 'kita', 'suka', 'semuanya', 'bukan', 'filmfilm', 'ga', 'jelas', 'top', 'dahhh', '👍🏼👍🏼👍🏼👍🏼👍🏼']",16,"['filmfilm', 'emang', 'suka', 'filmfilm', 'top', 'dahhh', '👍🏼👍🏼👍🏼👍🏼👍🏼']",7,"['filmfilm', 'emang', 'suka', 'filmfilm', 'top', 'dahhh', '']",filmfilm emang suka filmfilm top dahhh ,4,5,Positif
2022-07-04,"Please fix, I can’t choose the time video play, it’s like bug and it makes the quality of the platform go to low",2,"Tolong diperbaiki, saya tidak bisa memilih waktu pemutaran video, seperti bug dan membuat kualitas platform menjadi rendah",23,tolong diperbaiki saya tidak bisa memilih waktu pemutaran video seperti bug dan membuat kualitas platform menjadi rendah,"['tolong', 'diperbaiki', 'saya', 'tidak', 'bisa', 'memilih', 'waktu', 'pemutaran', 'video', 'seperti', 'bug', 'dan', 'membuat', 'kualitas', 'platform', 'menjadi', 'rendah']",17,"['diperbaiki', 'memilih', 'pemutaran', 'video', 'bug', 'kualitas', 'platform', 'rendah']",8,"['baik', 'pilih', 'putar', 'video', 'bug', 'kualitas', 'platform', 'rendah']",baik pilih putar video bug kualitas platform rendah,-4,1,Negatif
2020-10-03,please add english subtitles,3,tolong tambahkan subtitle bahasa inggris,4,tolong tambahkan subtitle bahasa inggris,"['tolong', 'tambahkan', 'subtitle', 'bahasa', 'inggris']",5,"['tambahkan', 'subtitle', 'bahasa', 'inggris']",4,"['tambah', 'subtitle', 'bahasa', 'inggris']",tambah subtitle bahasa inggris,-1,3,Netral
2022-11-30,"Ga bisa download episode belakangan ini, terutama Grey’s Anatomy. Kenapa ya?",3,"Ga bisa download episode belakangan ini, terutama Grey’s Anatomy. Kenapa ya?",11,ga bisa download episode belakangan ini terutama grey’s anatomy kenapa ya,"['ga', 'bisa', 'download', 'episode', 'belakangan', 'ini', 'terutama', 'grey', '’', 's', 'anatomy', 'kenapa', 'ya']",13,"['download', 'episode', 'grey', '’', 's', 'anatomy', 'ya']",7,"['download', 'episode', 'grey', '', 's', 'anatomy', 'ya']",download episode grey  s anatomy ya,4,5,Positif
2020-09-15,Tlg buatin aplikasinya untuk LG smart tv. Biar ga ribet.,2,Tlg buatin aplikasinya untuk LG smart tv. Biar ga ribet.,10,tlg buatin aplikasinya untuk lg smart tv biar ga ribet,"['tlg', 'buatin', 'aplikasinya', 'untuk', 'lg', 'smart', 'tv', 'biar', 'ga', 'ribet']",10,"['tlg', 'buatin', 'aplikasinya', 'lg', 'smart', 'tv', 'biar', 'ribet']",8,"['tlg', 'buatin', 'aplikasi', 'lg', 'smart', 'tv', 'biar', 'ribet']",tlg buatin aplikasi lg smart tv biar ribet,-8,1,Negatif
2020-10-10,Should’ve add some options like removing movies that we hate.,5,Seharusnya menambahkan beberapa opsi seperti menghapus film yang kita benci.,10,seharusnya menambahkan beberapa opsi seperti menghapus film yang kita benci,"['seharusnya', 'menambahkan', 'beberapa', 'opsi', 'seperti', 'menghapus', 'film', 'yang', 'kita', 'benci']",10,"['opsi', 'menghapus', 'film', 'benci']",4,"['opsi', 'hapus', 'film', 'benci']",opsi hapus film benci,-8,1,Negatif
2022-12-18,"please stop redirect to specific movie when open app, who have this idea?? its make worst user experience smh. most annoying",3,"tolong hentikan pengalihan ke film tertentu saat membuka aplikasi, siapa yang punya ide ini?? itu membuat pengalaman pengguna terburuk. paling menjengkelkan",21,tolong hentikan pengalihan ke film tertentu saat membuka aplikasi siapa yang punya ide ini itu membuat pengalaman pengguna terburuk paling menjengkelkan,"['tolong', 'hentikan', 'pengalihan', 'ke', 'film', 'tertentu', 'saat', 'membuka', 'aplikasi', 'siapa', 'yang', 'punya', 'ide', 'ini', 'itu', 'membuat', 'pengalaman', 'pengguna', 'terburuk', 'paling', 'menjengkelkan']",21,"['hentikan', 'pengalihan', 'film', 'membuka', 'ide', 'pengalaman', 'pengguna', 'terburuk', 'menjengkelkan']",9,"['henti', 'alih', 'film', 'buka', 'ide', 'alam', 'guna', 'buruk', 'jengkel']",henti alih film buka ide alam guna buruk jengkel,-16,1,Negatif
2020-09-05,"“Oops something went wrong, try again” been trying for hours and hours now. Geez ... if you’re not ready, don’t launch the app",1,"“Ups, ada yang tidak beres, coba lagi” telah dicoba selama berjam-jam hingga sekarang. Ya ampun…kalau belum siap, jangan luncurkan aplikasinya",23,“ups ada yang tidak beres coba lagi” telah dicoba selama berjamjam hingga sekarang ya ampun…kalau belum siap jangan luncurkan aplikasinya,"['“', 'ups', 'ada', 'yang', 'tidak', 'beres', 'coba', 'lagi', '”', 'telah', 'dicoba', 'selama', 'berjamjam', 'hingga', 'sekarang', 'ya', 'ampun…kalau', 'belum', 'siap', 'jangan', 'luncurkan', 'aplikasinya']",22,"['“', 'ups', 'beres', 'coba', '”', 'dicoba', 'berjamjam', 'ya', 'ampun…kalau', 'luncurkan', 'aplikasinya']",11,"['', 'ups', 'beres', 'coba', '', 'coba', 'berjamjam', 'ya', 'ampun kalau', 'luncur', 'aplikasi']", ups beres coba  coba berjamjam ya ampun kalau luncur aplikasi,-6,1,Negatif
2022-12-03,"Ini kode OTP nya kok dikirim kaya nomer biasa gtuh ya ? Biasa nya kan kalo ngirim kode OTP app lainnya nomer perusaha an jadi masuk sms nya tuh nama perusahaan bukan nomer kaya nomer biasa, jadi nya ragu-ragu buat login",1,"Mengapa kode OTP ini dikirimkan seperti nomor biasa? Itu normal, bukan? Kalau kirim kode OTP aplikasi lain, nomor perusahaan yang masuk di sms, itu nama perusahaan, bukan nomor biasa, jadi saya ragu untuk login.",41,mengapa kode otp ini dikirimkan seperti nomor biasa itu normal bukan kalau kirim kode otp aplikasi lain nomor perusahaan yang masuk di sms itu nama perusahaan bukan nomor biasa jadi saya ragu untuk login,"['mengapa', 'kode', 'otp', 'ini', 'dikirimkan', 'seperti', 'nomor', 'biasa', 'itu', 'normal', 'bukan', 'kalau', 'kirim', 'kode', 'otp', 'aplikasi', 'lain', 'nomor', 'perusahaan', 'yang', 'masuk', 'di', 'sms', 'itu', 'nama', 'perusahaan', 'bukan', 'nomor', 'biasa', 'jadi', 'saya', 'ragu', 'untuk', 'login']",34,"['kode', 'otp', 'dikirimkan', 'nomor', 'normal', 'kirim', 'kode', 'otp', 'nomor', 'perusahaan', 'masuk', 'sms', 'nama', 'perusahaan', 'nomor', 'ragu', 'login']",17,"['kode', 'otp', 'kirim', 'nomor', 'normal', 'kirim', 'kode', 'otp', 'nomor', 'usaha', 'masuk', 'sms', 'nama', 'usaha', 'nomor', 'ragu', 'login']",kode otp kirim nomor normal kirim kode otp nomor usaha masuk sms nama usaha nomor ragu login,-15,1,Negatif
2020-09-05,Error saat mirroring ke tv,3,Error saat mirroring ke tv,5,error saat mirroring ke tv,"['error', 'saat', 'mirroring', 'ke', 'tv']",5,"['error', 'mirroring', 'tv']",3,"['error', 'mirroring', 'tv']",error mirroring tv,-5,1,Negatif
2022-04-21,gabisa download apa gimana ini,3,gabisa download apa gimana ini,5,gabisa download apa gimana ini,"['gabisa', 'download', 'apa', 'gimana', 'ini']",5,"['gabisa', 'download', 'gimana']",3,"['gabisa', 'download', 'gimana']",gabisa download gimana,0,3,Netral
2020-09-10,"I have ever 7 times downloaded this application, but why was installing in India version not on Indonesia version?",1,"Saya pernah 7 kali mendownload aplikasi ini, tapi kenapa yang menginstal di versi India bukan versi Indonesia?",19,saya pernah kali mendownload aplikasi ini tapi kenapa yang menginstal di versi india bukan versi indonesia,"['saya', 'pernah', 'kali', 'mendownload', 'aplikasi', 'ini', 'tapi', 'kenapa', 'yang', 'menginstal', 'di', 'versi', 'india', 'bukan', 'versi', 'indonesia']",16,"['kali', 'mendownload', 'menginstal', 'versi', 'india', 'versi', 'indonesia']",7,"['kali', 'mendownload', 'menginstal', 'versi', 'india', 'versi', 'indonesia']",kali mendownload menginstal versi india versi indonesia,0,3,Netral
2020-12-15,Dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat,1,Dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat,15,dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat,"['dibanyakin', 'dong', 'film', 'disney', 'dan', 'fantasy', 'nya', 'cape', 'nyari', 'nyari', 'film', 'ga', 'ada', 'yg', 'dapat']",15,"['dibanyakin', 'film', 'fantasy', 'cape', 'nyari', 'nyari', 'film']",7,"['dibanyakin', 'film', 'fantasy', 'cape', 'nyari', 'nyari', 'film']",dibanyakin film fantasy cape nyari nyari film,-6,1,Negatif
2022-06-25,"Mau pk wifi super kenceng ato jaringan no wahid ktnya gada kendala, ttp aja srg ngelag n muter2 mulu. Kesel jd nntn keganggu banget.",1,Mau pakai WiFi super cepat atau jaringan tunggal ada kendala tapi lambat dan lemot mainnya. Saya sangat kesal sehingga saya sangat terganggu.,24,mau pakai wifi super cepat atau jaringan tunggal ada kendala tapi lambat dan lemot mainnya saya sangat kesal sehingga saya sangat terganggu,"['mau', 'pakai', 'wifi', 'super', 'cepat', 'atau', 'jaringan', 'tunggal', 'ada', 'kendala', 'tapi', 'lambat', 'dan', 'lemot', 'mainnya', 'saya', 'sangat', 'kesal', 'sehingga', 'saya', 'sangat', 'terganggu']",22,"['pakai', 'wifi', 'super', 'cepat', 'jaringan', 'tunggal', 'kendala', 'lambat', 'lemot', 'mainnya', 'kesal', 'terganggu']",12,"['pakai', 'wifi', 'super', 'cepat', 'jaring', 'tunggal', 'kendala', 'lambat', 'lot', 'main', 'kesal', 'ganggu']",pakai wifi super cepat jaring tunggal kendala lambat lot main kesal ganggu,-17,1,Negatif
2020-10-22,ABSOLUTELY TRASH,1,BENAR-BENAR SAMPAH,2,benarbenar sampah,"['benarbenar', 'sampah']",2,"['benarbenar', 'sampah']",2,"['benarbenar', 'sampah']",benarbenar sampah,-4,1,Negatif
2020-09-26,Mantap surantap,5,Mantap surantap,2,mantap surantap,"['mantap', 'surantap']",2,"['mantap', 'surantap']",2,"['mantap', 'surantap']",mantap surantap,5,5,Positif
2020-09-07,"Can we cast disney+ to tv with chrome cast? I once saw the button on the apps, but now there is no cast button",2,"Bisakah kita mentransmisikan disney+ ke TV dengan chrome cast? Saya pernah melihat tombol di aplikasi, tapi sekarang tidak ada tombol cast",24,bisakah kita mentransmisikan disney ke tv dengan chrome cast saya pernah melihat tombol di aplikasi tapi sekarang tidak ada tombol cast,"['bisakah', 'kita', 'mentransmisikan', 'disney', 'ke', 'tv', 'dengan', 'chrome', 'cast', 'saya', 'pernah', 'melihat', 'tombol', 'di', 'aplikasi', 'tapi', 'sekarang', 'tidak', 'ada', 'tombol', 'cast']",21,"['mentransmisikan', 'tv', 'chrome', 'cast', 'tombol', 'tombol', 'cast']",7,"['transmisi', 'tv', 'chrome', 'cast', 'tombol', 'tombol', 'cast']",transmisi tv chrome cast tombol tombol cast,0,3,Netral
