review_date,original_text,rating_score,translated_text,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,lexicon_score,lexicon_to_rating,sentiment_label,Platform
2022-01-13,"Saran min, tambahkan fitur parental code untuk konten dengan kategori 17+ karena “mode anak” saja tidak cukup. Terlalu riskan bagi saya orang tua yang punya anak dibawah umur. Terima kasih",5,"Saran min, tambahkan fitur parental code untuk konten dengan kategori 17+ karena “mode anak” saja tidak cukup. Terlalu riskan bagi saya orang tua yang punya anak dibawah umur. Terima kasih",saran min tambahkan fitur parental code untuk konten dengan kategori karena “mode anak” saja tidak cukup terlalu riskan bagi saya orang tua yang punya anak dibawah umur terima kasih,"['saran', 'min', 'tambahkan', 'fitur', 'parental', 'code', 'untuk', 'konten', 'dengan', 'kategori', 'karena', '“', 'mode', 'anak', '”', 'saja', 'tidak', 'cukup', 'terlalu', 'riskan', 'bagi', 'saya', 'orang', 'tua', 'yang', 'punya', 'anak', 'dibawah', 'umur', 'terima', 'kasih']",31,"['saran', 'min', 'tambahkan', 'fitur', 'parental', 'code', 'konten', 'kategori', '“', 'mode', '”', 'riskan', 'orang', 'tua', 'dibawah', 'umur', 'terima', 'kasih']",18,"['saran', 'min', 'tambah', 'fitur', 'parental', 'code', 'konten', 'kategori', '', 'mode', '', 'riskan', 'orang', 'tua', 'bawah', 'umur', 'terima', 'kasih']",saran min tambah fitur parental code konten kategori  mode  riskan orang tua bawah umur terima kasih,-5,1,Negatif,App Store
2022-01-15,"Please fix it.

Thank you",3,"Tolong perbaiki.

Terima kasih",tolong perbaiki terima kasih,"['tolong', 'perbaiki', 'terima', 'kasih']",4,"['perbaiki', 'terima', 'kasih']",3,"['baik', 'terima', 'kasih']",baik terima kasih,0,3,Netral,App Store
2022-01-16,i did not get OTP code or a call. i can enjoy disney hotstar only from website.,1,Saya tidak mendapatkan kode OTP atau panggilan.Saya dapat menikmati Hotstar Disney hanya dari situs web.,saya tidak mendapatkan kode otp atau panggilansaya dapat menikmati hotstar disney hanya dari situs web,"['saya', 'tidak', 'mendapatkan', 'kode', 'otp', 'atau', 'panggilansaya', 'dapat', 'menikmati', 'hotstar', 'disney', 'hanya', 'dari', 'situs', 'web']",15,"['kode', 'otp', 'panggilansaya', 'menikmati', 'hotstar', 'situs', 'web']",7,"['kode', 'otp', 'panggilansaya', 'nikmat', 'hotstar', 'situs', 'web']",kode otp panggilansaya nikmat hotstar situs web,0,3,Netral,App Store
2022-01-18,"Gw uda berlangganan,mau login kode verifikasi nya gak di kirim* . ini gimana ceritanya oii",1,"Gw uda berlangganan,mau login kode verifikasi nya gak di kirim* . ini gimana ceritanya oii",gw uda berlanggananmau login kode verifikasi nya gak di kirim ini gimana ceritanya oii,"['gw', 'uda', 'berlanggananmau', 'login', 'kode', 'verifikasi', 'nya', 'gak', 'di', 'kirim', 'ini', 'gimana', 'ceritanya', 'oii']",14,"['gw', 'uda', 'berlanggananmau', 'login', 'kode', 'verifikasi', 'kirim', 'gimana', 'ceritanya', 'oii']",10,"['gw', 'uda', 'berlanggananmau', 'login', 'kode', 'verifikasi', 'kirim', 'gimana', 'cerita', 'oii']",gw uda berlanggananmau login kode verifikasi kirim gimana cerita oii,-5,1,Negatif,App Store
2022-01-20,"It keeps showing error 01100 though I have upgraded my Iphone 7 to ios 15.2.1, reinstall the app and restart the device.. please fix it",2,"Itu terus menunjukkan kesalahan 01100 meskipun saya telah meningkatkan iPhone 7 saya ke iOS 15.2.1, menginstal ulang aplikasi dan restart perangkat .. Harap perbaiki",itu terus menunjukkan kesalahan meskipun saya telah meningkatkan iphone saya ke ios menginstal ulang aplikasi dan restart perangkat harap perbaiki,"['itu', 'terus', 'menunjukkan', 'kesalahan', 'meskipun', 'saya', 'telah', 'meningkatkan', 'iphone', 'saya', 'ke', 'ios', 'menginstal', 'ulang', 'aplikasi', 'dan', 'restart', 'perangkat', 'harap', 'perbaiki']",20,"['kesalahan', 'meningkatkan', 'iphone', 'ios', 'menginstal', 'ulang', 'restart', 'perangkat', 'harap', 'perbaiki']",10,"['salah', 'tingkat', 'iphone', 'ios', 'menginstal', 'ulang', 'restart', 'perangkat', 'harap', 'baik']",salah tingkat iphone ios menginstal ulang restart perangkat harap baik,-7,1,Negatif,App Store
2022-01-21,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",1,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",parah banget mau nyambungin ke tv susah dibilang record app subtitle jadi kacau,"['parah', 'banget', 'mau', 'nyambungin', 'ke', 'tv', 'susah', 'dibilang', 'record', 'app', 'subtitle', 'jadi', 'kacau']",13,"['parah', 'nyambungin', 'tv', 'susah', 'dibilang', 'record', 'app', 'subtitle', 'kacau']",9,"['parah', 'nyambungin', 'tv', 'susah', 'bilang', 'record', 'app', 'subtitle', 'kacau']",parah nyambungin tv susah bilang record app subtitle kacau,-8,1,Negatif,App Store
2022-01-22,i cant login. I waited for the text message verification code and a phone but I didn’t get any,1,saya tidak bisa masuk.Saya menunggu kode verifikasi pesan teks dan telepon tetapi saya tidak mendapatkannya,saya tidak bisa masuksaya menunggu kode verifikasi pesan teks dan telepon tetapi saya tidak mendapatkannya,"['saya', 'tidak', 'bisa', 'masuksaya', 'menunggu', 'kode', 'verifikasi', 'pesan', 'teks', 'dan', 'telepon', 'tetapi', 'saya', 'tidak', 'mendapatkannya']",15,"['masuksaya', 'menunggu', 'kode', 'verifikasi', 'pesan', 'teks', 'telepon', 'mendapatkannya']",8,"['masuksaya', 'tunggu', 'kode', 'verifikasi', 'pesan', 'teks', 'telepon', 'dapat']",masuksaya tunggu kode verifikasi pesan teks telepon dapat,-13,1,Negatif,App Store
2022-01-22,Subscribed but cannot login as I never get the OTP.,1,Berlangganan tetapi tidak bisa masuk karena saya tidak pernah mendapatkan OTP.,berlangganan tetapi tidak bisa masuk karena saya tidak pernah mendapatkan otp,"['berlangganan', 'tetapi', 'tidak', 'bisa', 'masuk', 'karena', 'saya', 'tidak', 'pernah', 'mendapatkan', 'otp']",11,"['berlangganan', 'masuk', 'otp']",3,"['langgan', 'masuk', 'otp']",langgan masuk otp,-1,3,Netral,App Store
2022-01-23,please add some features like double tap to fast forward like on ntflx/utube,4,Harap tambahkan beberapa fitur seperti Double Tap untuk maju cepat seperti di Netflix/YouTube,harap tambahkan beberapa fitur seperti double tap untuk maju cepat seperti di netflixyoutube,"['harap', 'tambahkan', 'beberapa', 'fitur', 'seperti', 'double', 'tap', 'untuk', 'maju', 'cepat', 'seperti', 'di', 'netflixyoutube']",13,"['harap', 'tambahkan', 'fitur', 'double', 'tap', 'maju', 'cepat', 'netflixyoutube']",8,"['harap', 'tambah', 'fitur', 'double', 'tap', 'maju', 'cepat', 'netflixyoutube']",harap tambah fitur double tap maju cepat netflixyoutube,-3,2,Negatif,App Store
2022-01-23,Susah banget kalo login via web,3,Susah banget kalo login via web,susah banget kalo login via web,"['susah', 'banget', 'kalo', 'login', 'via', 'web']",6,"['susah', 'kalo', 'login', 'via', 'web']",5,"['susah', 'kalo', 'login', 'via', 'web']",susah kalo login via web,-3,2,Negatif,App Store
2022-01-25,i can’t watch the videos offline even tho i already download the episodes. so what’s the point of download in the first place?,1,Saya tidak dapat menonton video secara offline bahkan saya sudah mengunduh episode.Jadi apa gunanya unduhan?,saya tidak dapat menonton video secara offline bahkan saya sudah mengunduh episodejadi apa gunanya unduhan,"['saya', 'tidak', 'dapat', 'menonton', 'video', 'secara', 'offline', 'bahkan', 'saya', 'sudah', 'mengunduh', 'episodejadi', 'apa', 'gunanya', 'unduhan']",15,"['video', 'offline', 'mengunduh', 'episodejadi', 'gunanya', 'unduhan']",6,"['video', 'offline', 'unduh', 'episodejadi', 'guna', 'unduh']",video offline unduh episodejadi guna unduh,1,3,Netral,App Store
2022-01-27,"Hotstar? more like Hotscam, cant even access the damn thing cos it keeps cancelling itself out when i try to log in no otp no ones calling for giving me the code",1,"Hotstar?Lebih seperti hotscam, bahkan tidak dapat mengakses hal sialan karena itu terus membatalkan dirinya sendiri ketika saya mencoba masuk tidak ada OTP tidak ada yang memanggil untuk memberi saya kode",hotstarlebih seperti hotscam bahkan tidak dapat mengakses hal sialan karena itu terus membatalkan dirinya sendiri ketika saya mencoba masuk tidak ada otp tidak ada yang memanggil untuk memberi saya kode,"['hotstarlebih', 'seperti', 'hotscam', 'bahkan', 'tidak', 'dapat', 'mengakses', 'hal', 'sialan', 'karena', 'itu', 'terus', 'membatalkan', 'dirinya', 'sendiri', 'ketika', 'saya', 'mencoba', 'masuk', 'tidak', 'ada', 'otp', 'tidak', 'ada', 'yang', 'memanggil', 'untuk', 'memberi', 'saya', 'kode']",30,"['hotstarlebih', 'hotscam', 'mengakses', 'sialan', 'membatalkan', 'mencoba', 'masuk', 'otp', 'memanggil', 'kode']",10,"['hotstarlebih', 'hotscam', 'akses', 'sial', 'batal', 'coba', 'masuk', 'otp', 'panggil', 'kode']",hotstarlebih hotscam akses sial batal coba masuk otp panggil kode,-16,1,Negatif,App Store
2022-01-29,Troublesome in getting otp code. Please fix this.,3,Merepotkan dalam mendapatkan kode OTP.Harap perbaiki ini.,merepotkan dalam mendapatkan kode otpharap perbaiki ini,"['merepotkan', 'dalam', 'mendapatkan', 'kode', 'otpharap', 'perbaiki', 'ini']",7,"['merepotkan', 'kode', 'otpharap', 'perbaiki']",4,"['repot', 'kode', 'otpharap', 'baik']",repot kode otpharap baik,-9,1,Negatif,App Store
2022-02-01,"UDH CAPE2 DOWNLOAD MASIH AJA BUFFERING, UDH GITU SUBTITLE GAMAU NONGOL. GAJELASSSS ASLII",1,"UDH CAPE2 DOWNLOAD MASIH AJA BUFFERING, UDH GITU SUBTITLE GAMAU NONGOL. GAJELASSSS ASLII",udh cape download masih aja buffering udh gitu subtitle gamau nongol gajelassss aslii,"['udh', 'cape', 'download', 'masih', 'aja', 'buffering', 'udh', 'gitu', 'subtitle', 'gamau', 'nongol', 'gajelassss', 'aslii']",13,"['udh', 'cape', 'download', 'aja', 'buffering', 'udh', 'gitu', 'subtitle', 'gamau', 'nongol', 'gajelassss', 'aslii']",12,"['udh', 'cape', 'download', 'aja', 'buffering', 'udh', 'gitu', 'subtitle', 'gamau', 'nongol', 'gajelassss', 'asli']",udh cape download aja buffering udh gitu subtitle gamau nongol gajelassss asli,-7,1,Negatif,App Store
2022-02-03,This app is really bad 👎 Playback error keep occurred when I want to play the download videos.. since my internet connection is quite slow I usually download the movies I want to watch first then watch it later after download is completed.  But this error keep happening so the download function is really useless.,1,"Aplikasi ini benar -benar buruk 👎 Kesalahan pemutaran terus terjadi ketika saya ingin memutar video unduhan .. karena koneksi internet saya cukup lambat, saya biasanya mengunduh film yang ingin saya tonton pertama kali kemudian tonton nanti setelah unduhan selesai.Tetapi kesalahan ini terus terjadi sehingga fungsi unduhan benar -benar tidak berguna.",aplikasi ini benar benar buruk 👎 kesalahan pemutaran terus terjadi ketika saya ingin memutar video unduhan karena koneksi internet saya cukup lambat saya biasanya mengunduh film yang ingin saya tonton pertama kali kemudian tonton nanti setelah unduhan selesaitetapi kesalahan ini terus terjadi sehingga fungsi unduhan benar benar tidak berguna,"['aplikasi', 'ini', 'benar', 'benar', 'buruk', '👎', 'kesalahan', 'pemutaran', 'terus', 'terjadi', 'ketika', 'saya', 'ingin', 'memutar', 'video', 'unduhan', 'karena', 'koneksi', 'internet', 'saya', 'cukup', 'lambat', 'saya', 'biasanya', 'mengunduh', 'film', 'yang', 'ingin', 'saya', 'tonton', 'pertama', 'kali', 'kemudian', 'tonton', 'nanti', 'setelah', 'unduhan', 'selesaitetapi', 'kesalahan', 'ini', 'terus', 'terjadi', 'sehingga', 'fungsi', 'unduhan', 'benar', 'benar', 'tidak', 'berguna']",49,"['buruk', '👎', 'kesalahan', 'pemutaran', 'memutar', 'video', 'unduhan', 'koneksi', 'internet', 'lambat', 'mengunduh', 'film', 'tonton', 'kali', 'tonton', 'unduhan', 'selesaitetapi', 'kesalahan', 'fungsi', 'unduhan', 'berguna']",21,"['buruk', '', 'salah', 'putar', 'putar', 'video', 'unduh', 'koneksi', 'internet', 'lambat', 'unduh', 'film', 'tonton', 'kali', 'tonton', 'unduh', 'selesaitetapi', 'salah', 'fungsi', 'unduh', 'guna']",buruk  salah putar putar video unduh koneksi internet lambat unduh film tonton kali tonton unduh selesaitetapi salah fungsi unduh guna,-23,1,Negatif,App Store
2022-02-04,"Overall the app is so good but idk why is it so hard to get the otp code, I want to link my acc to another device but struggling with this.",3,"Secara keseluruhan aplikasinya sangat bagus tapi idk mengapa sangat sulit untuk mendapatkan kode OTP, saya ingin menautkan ACC saya ke perangkat lain tetapi berjuang dengan ini.",secara keseluruhan aplikasinya sangat bagus tapi idk mengapa sangat sulit untuk mendapatkan kode otp saya ingin menautkan acc saya ke perangkat lain tetapi berjuang dengan ini,"['secara', 'keseluruhan', 'aplikasinya', 'sangat', 'bagus', 'tapi', 'idk', 'mengapa', 'sangat', 'sulit', 'untuk', 'mendapatkan', 'kode', 'otp', 'saya', 'ingin', 'menautkan', 'acc', 'saya', 'ke', 'perangkat', 'lain', 'tetapi', 'berjuang', 'dengan', 'ini']",26,"['aplikasinya', 'idk', 'sulit', 'kode', 'otp', 'menautkan', 'acc', 'perangkat', 'berjuang']",9,"['aplikasi', 'idk', 'sulit', 'kode', 'otp', 'taut', 'acc', 'perangkat', 'juang']",aplikasi idk sulit kode otp taut acc perangkat juang,-17,1,Negatif,App Store
2022-02-05,I want to log in the app with my phone number but I can’t get the otp code via SMS/Call even though my phone number is already correct,4,Saya ingin masuk aplikasi dengan nomor telepon saya tetapi saya tidak bisa mendapatkan kode OTP melalui SMS/panggilan meskipun nomor telepon saya sudah benar,saya ingin masuk aplikasi dengan nomor telepon saya tetapi saya tidak bisa mendapatkan kode otp melalui smspanggilan meskipun nomor telepon saya sudah benar,"['saya', 'ingin', 'masuk', 'aplikasi', 'dengan', 'nomor', 'telepon', 'saya', 'tetapi', 'saya', 'tidak', 'bisa', 'mendapatkan', 'kode', 'otp', 'melalui', 'smspanggilan', 'meskipun', 'nomor', 'telepon', 'saya', 'sudah', 'benar']",23,"['masuk', 'nomor', 'telepon', 'kode', 'otp', 'smspanggilan', 'nomor', 'telepon']",8,"['masuk', 'nomor', 'telepon', 'kode', 'otp', 'smspanggilan', 'nomor', 'telepon']",masuk nomor telepon kode otp smspanggilan nomor telepon,-6,1,Negatif,App Store
2022-02-06,"Everytime I exit the app , downloading will automaticly fail
please fix this so I dont need to wait in app everytimw I download film",1,"Setiap kali saya keluar dari aplikasi, mengunduh akan secara otomatis gagal
Harap perbaiki ini jadi saya tidak perlu menunggu di aplikasi setiap kali saya mengunduh film",setiap kali saya keluar dari aplikasi mengunduh akan secara otomatis gagal harap perbaiki ini jadi saya tidak perlu menunggu di aplikasi setiap kali saya mengunduh film,"['setiap', 'kali', 'saya', 'keluar', 'dari', 'aplikasi', 'mengunduh', 'akan', 'secara', 'otomatis', 'gagal', 'harap', 'perbaiki', 'ini', 'jadi', 'saya', 'tidak', 'perlu', 'menunggu', 'di', 'aplikasi', 'setiap', 'kali', 'saya', 'mengunduh', 'film']",26,"['kali', 'mengunduh', 'otomatis', 'gagal', 'harap', 'perbaiki', 'menunggu', 'kali', 'mengunduh', 'film']",10,"['kali', 'unduh', 'otomatis', 'gagal', 'harap', 'baik', 'tunggu', 'kali', 'unduh', 'film']",kali unduh otomatis gagal harap baik tunggu kali unduh film,-7,1,Negatif,App Store
2022-02-10,"Hotstar needs to get their stuff together. You can’t play anything while connected TV or monitor.  Netflix, HBO, even other local streaming works just fine. Why the uncessary security feature? It’s the same as disabling the audio when you use an earphone instead of the built-in speaker. Ridiculous! Plus you can easily circumvent this if logged in and playing via browser. This “feature” needs to be removed immediately. Also, being connected to VPN or Private DNS automatically logs you out and deletes all your previously downloaded shows and movies. This is totally unecessary as well. If you want people not to use VPN or Private DNS while using the app you can simply warn them. Why forced logged out and removal of files?",2,"Hotstar perlu mengumpulkan barang -barang mereka.Anda tidak dapat memainkan apa pun saat terhubung TV atau monitor.Netflix, HBO, bahkan streaming lokal lainnya berfungsi dengan baik.Mengapa fitur keamanan yang tidak perlu?Ini sama dengan menonaktifkan audio saat Anda menggunakan earphone alih-alih speaker bawaan.Konyol!Plus Anda dapat dengan mudah menghindari ini jika masuk dan bermain melalui browser.""Fitur"" ini perlu segera dihapus.Juga, terhubung ke VPN atau DNS pribadi secara otomatis mencatat Anda dan menghapus semua acara dan film yang Anda unduh sebelumnya.Ini sama sekali tidak perlu.Jika Anda ingin orang tidak menggunakan VPN atau DNS pribadi saat menggunakan aplikasi, Anda dapat memperingatkan mereka.Mengapa dipaksa keluar dan menghapus file?",hotstar perlu mengumpulkan barang barang merekaanda tidak dapat memainkan apa pun saat terhubung tv atau monitornetflix hbo bahkan streaming lokal lainnya berfungsi dengan baikmengapa fitur keamanan yang tidak perluini sama dengan menonaktifkan audio saat anda menggunakan earphone alihalih speaker bawaankonyolplus anda dapat dengan mudah menghindari ini jika masuk dan bermain melalui browserfitur ini perlu segera dihapusjuga terhubung ke vpn atau dns pribadi secara otomatis mencatat anda dan menghapus semua acara dan film yang anda unduh sebelumnyaini sama sekali tidak perlujika anda ingin orang tidak menggunakan vpn atau dns pribadi saat menggunakan aplikasi anda dapat memperingatkan merekamengapa dipaksa keluar dan menghapus file,"['hotstar', 'perlu', 'mengumpulkan', 'barang', 'barang', 'merekaanda', 'tidak', 'dapat', 'memainkan', 'apa', 'pun', 'saat', 'terhubung', 'tv', 'atau', 'monitornetflix', 'hbo', 'bahkan', 'streaming', 'lokal', 'lainnya', 'berfungsi', 'dengan', 'baikmengapa', 'fitur', 'keamanan', 'yang', 'tidak', 'perluini', 'sama', 'dengan', 'menonaktifkan', 'audio', 'saat', 'anda', 'menggunakan', 'earphone', 'alihalih', 'speaker', 'bawaankonyolplus', 'anda', 'dapat', 'dengan', 'mudah', 'menghindari', 'ini', 'jika', 'masuk', 'dan', 'bermain', 'melalui', 'browserfitur', 'ini', 'perlu', 'segera', 'dihapusjuga', 'terhubung', 'ke', 'vpn', 'atau', 'dns', 'pribadi', 'secara', 'otomatis', 'mencatat', 'anda', 'dan', 'menghapus', 'semua', 'acara', 'dan', 'film', 'yang', 'anda', 'unduh', 'sebelumnyaini', 'sama', 'sekali', 'tidak', 'perlujika', 'anda', 'ingin', 'orang', 'tidak', 'menggunakan', 'vpn', 'atau', 'dns', 'pribadi', 'saat', 'menggunakan', 'aplikasi', 'anda', 'dapat', 'memperingatkan', 'merekamengapa', 'dipaksa', 'keluar', 'dan', 'menghapus', 'file']",101,"['hotstar', 'mengumpulkan', 'barang', 'barang', 'merekaanda', 'memainkan', 'terhubung', 'tv', 'monitornetflix', 'hbo', 'streaming', 'lokal', 'berfungsi', 'baikmengapa', 'fitur', 'keamanan', 'perluini', 'menonaktifkan', 'audio', 'earphone', 'alihalih', 'speaker', 'bawaankonyolplus', 'mudah', 'menghindari', 'masuk', 'bermain', 'browserfitur', 'dihapusjuga', 'terhubung', 'vpn', 'dns', 'pribadi', 'otomatis', 'mencatat', 'menghapus', 'acara', 'film', 'unduh', 'sebelumnyaini', 'perlujika', 'orang', 'vpn', 'dns', 'pribadi', 'memperingatkan', 'merekamengapa', 'dipaksa', 'menghapus', 'file']",50,"['hotstar', 'kumpul', 'barang', 'barang', 'merekaanda', 'main', 'hubung', 'tv', 'monitornetflix', 'hbo', 'streaming', 'lokal', 'fungsi', 'baikmengapa', 'fitur', 'aman', 'perluini', 'nonaktif', 'audio', 'earphone', 'alihalih', 'speaker', 'bawaankonyolplus', 'mudah', 'hindar', 'masuk', 'main', 'browserfitur', 'dihapusjuga', 'hubung', 'vpn', 'dns', 'pribadi', 'otomatis', 'catat', 'hapus', 'acara', 'film', 'unduh', 'sebelumnyaini', 'perlujika', 'orang', 'vpn', 'dns', 'pribadi', 'ingat', 'merekamengapa', 'paksa', 'hapus', 'file']",hotstar kumpul barang barang merekaanda main hubung tv monitornetflix hbo streaming lokal fungsi baikmengapa fitur aman perluini nonaktif audio earphone alihalih speaker bawaankonyolplus mudah hindar masuk main browserfitur dihapusjuga hubung vpn dns pribadi otomatis catat hapus acara film unduh sebelumnyaini perlujika orang vpn dns pribadi ingat merekamengapa paksa hapus file,-24,1,Negatif,App Store
2022-02-11,Disney Indonesia succkkkkkss! I paid and cannot watching anything!!!,1,Disney Indonesia Succkkkkkss!Saya membayar dan tidak bisa menonton apapun !!!,disney indonesia succkkkkksssaya membayar dan tidak bisa menonton apapun,"['disney', 'indonesia', 'succkkkkksssaya', 'membayar', 'dan', 'tidak', 'bisa', 'menonton', 'apapun']",9,"['indonesia', 'succkkkkksssaya', 'membayar', 'apapun']",4,"['indonesia', 'succkkkkksssaya', 'bayar', 'apa']",indonesia succkkkkksssaya bayar apa,-6,1,Negatif,App Store
2022-02-11,Cuma kurang dark mode aja sih,4,Cuma kurang dark mode aja sih,cuma kurang dark mode aja sih,"['cuma', 'kurang', 'dark', 'mode', 'aja', 'sih']",6,"['dark', 'mode', 'aja', 'sih']",4,"['dark', 'mode', 'aja', 'sih']",dark mode aja sih,1,3,Netral,App Store
2022-02-13,something went wrong. check again next time,3,ada yang salah.Periksa lagi lain kali,ada yang salahperiksa lagi lain kali,"['ada', 'yang', 'salahperiksa', 'lagi', 'lain', 'kali']",6,"['salahperiksa', 'kali']",2,"['salahperiksa', 'kali']",salahperiksa kali,0,3,Netral,App Store
2022-02-16,"Filmnya sedikit banget, cuma film tertentu saja yg ada. Masih belum cukup menghibur app nya!.",1,"Filmnya sedikit banget, cuma film tertentu saja yg ada. Masih belum cukup menghibur app nya!.",filmnya sedikit banget cuma film tertentu saja yg ada masih belum cukup menghibur app nya,"['filmnya', 'sedikit', 'banget', 'cuma', 'film', 'tertentu', 'saja', 'yg', 'ada', 'masih', 'belum', 'cukup', 'menghibur', 'app', 'nya']",15,"['filmnya', 'film', 'menghibur', 'app']",4,"['film', 'film', 'hibur', 'app']",film film hibur app,0,3,Netral,App Store
2022-02-19,"Heran lah pake streaming lain lancar-lancar aja nontonnya, giliran streaming ini kalo udah setengah episode buffering pasti. Mesti restart app kalo mau bufferingnya hilang",3,"Heran lah pake streaming lain lancar-lancar aja nontonnya, giliran streaming ini kalo udah setengah episode buffering pasti. Mesti restart app kalo mau bufferingnya hilang",heran lah pake streaming lain lancarlancar aja nontonnya giliran streaming ini kalo udah setengah episode buffering pasti mesti restart app kalo mau bufferingnya hilang,"['heran', 'lah', 'pake', 'streaming', 'lain', 'lancarlancar', 'aja', 'nontonnya', 'giliran', 'streaming', 'ini', 'kalo', 'udah', 'setengah', 'episode', 'buffering', 'pasti', 'mesti', 'restart', 'app', 'kalo', 'mau', 'bufferingnya', 'hilang']",24,"['heran', 'pake', 'streaming', 'lancarlancar', 'aja', 'nontonnya', 'giliran', 'streaming', 'kalo', 'episode', 'buffering', 'mesti', 'restart', 'app', 'kalo', 'bufferingnya', 'hilang']",17,"['heran', 'pake', 'streaming', 'lancarlancar', 'aja', 'nontonnya', 'gilir', 'streaming', 'kalo', 'episode', 'buffering', 'mesti', 'restart', 'app', 'kalo', 'bufferingnya', 'hilang']",heran pake streaming lancarlancar aja nontonnya gilir streaming kalo episode buffering mesti restart app kalo bufferingnya hilang,-9,1,Negatif,App Store
2022-02-21,Sudah mahal mahal berlangganan kok masuknya ke nomor lain tolong diperbaikin atau balikin saldo nya,1,Sudah mahal mahal berlangganan kok masuknya ke nomor lain tolong diperbaikin atau balikin saldo nya,sudah mahal mahal berlangganan kok masuknya ke nomor lain tolong diperbaikin atau balikin saldo nya,"['sudah', 'mahal', 'mahal', 'berlangganan', 'kok', 'masuknya', 'ke', 'nomor', 'lain', 'tolong', 'diperbaikin', 'atau', 'balikin', 'saldo', 'nya']",15,"['mahal', 'mahal', 'berlangganan', 'masuknya', 'nomor', 'diperbaikin', 'balikin', 'saldo']",8,"['mahal', 'mahal', 'langgan', 'masuk', 'nomor', 'diperbaikin', 'balikin', 'saldo']",mahal mahal langgan masuk nomor diperbaikin balikin saldo,3,4,Positif,App Store
2022-02-22,Downloaded video can't be played until the end of the video🥲,2,Video yang diunduh tidak dapat diputar sampai akhir video🥲,video yang diunduh tidak dapat diputar sampai akhir video🥲,"['video', 'yang', 'diunduh', 'tidak', 'dapat', 'diputar', 'sampai', 'akhir', 'video🥲']",9,"['video', 'diunduh', 'diputar', 'video🥲']",4,"['video', 'unduh', 'putar', 'video']",video unduh putar video,0,3,Netral,App Store
2022-02-22,Kok ga update lagi… mana eps ya baru?,2,Kok ga update lagi… mana eps ya baru?,kok ga update lagi… mana eps ya baru,"['kok', 'ga', 'update', 'lagi…', 'mana', 'eps', 'ya', 'baru']",8,"['update', 'lagi…', 'eps', 'ya']",4,"['update', 'lagi', 'eps', 'ya']",update lagi eps ya,1,3,Netral,App Store
2022-02-24,I wanna free not buy,1,Saya ingin gratis tidak membeli,saya ingin gratis tidak membeli,"['saya', 'ingin', 'gratis', 'tidak', 'membeli']",5,"['gratis', 'membeli']",2,"['gratis', 'beli']",gratis beli,1,3,Netral,App Store
2022-03-04,OTP code took forever to arrive,2,Kode OTP membutuhkan waktu lama untuk tiba,kode otp membutuhkan waktu lama untuk tiba,"['kode', 'otp', 'membutuhkan', 'waktu', 'lama', 'untuk', 'tiba']",7,"['kode', 'otp', 'membutuhkan']",3,"['kode', 'otp', 'butuh']",kode otp butuh,-8,1,Negatif,App Store
2022-03-06,So sad,2,Sangat sedih,sangat sedih,"['sangat', 'sedih']",2,['sedih'],1,['sedih'],sedih,-5,1,Negatif,App Store
2022-03-08,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,2,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,gambar pecah mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah lg dah lah cukup sekali gue langganan besok no way netflix terbaik bye,"['gambar', 'pecah', 'mulu', 'udah', 'kaya', 'kaki', '😂', 'tiap', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'lah', 'cukup', 'sekali', 'gue', 'langganan', 'besok', 'no', 'way', 'netflix', 'terbaik', 'bye']",29,"['gambar', 'pecah', 'mulu', 'kaya', 'kaki', '😂', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'gue', 'langganan', 'besok', 'no', 'way', 'netflix', 'terbaik', 'bye']",24,"['gambar', 'pecah', 'mulu', 'kaya', 'kaki', '', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'gue', 'langgan', 'besok', 'no', 'way', 'netflix', 'baik', 'bye']",gambar pecah mulu kaya kaki  pas gambar mulus langsung buffering ngulang lg pecah lg dah gue langgan besok no way netflix baik bye,-13,1,Negatif,App Store
2022-03-09,….,5,….,…,['…'],1,['…'],1,[''],,0,3,Netral,App Store
