date,title,text,rating
2022-12-23,Bagusss,Keren,5
2022-06-25,Who is the PM - i dont receive otp,😭whoever works on the login / otp menu needs to have 1 on 1 with the management - its so bad i havent received my otp for a week 😭😭😭,2
2020-09-05,Wow this amaze me..,"The apps have so much potential.. The movies are top notch and most of top box office are available here.. 

Btw when is Mulan gonna shows up at Indonesian viewer? I already subs for annually.",5
2020-09-04,Tidak bisa login,"Kode verivikasi yg dimasukkan salah terus, pdhl udh bener:”",4
2022-11-11,:),wkwk tbtb ke logout sendiri trs udh bayar yg setahun pas login gabisa ? bye bgt either ada yg hack atau gmn tapi rugi subs 1 tahun,1
2020-09-13,Great app!,"Its a great app with lots of movie selections, please make an option for tv casting available. Hopefully it will be added in the next update.",4
2020-12-28,Review,Good app but please add a feature like if you close the app there a small screen so you can watch it while doing something on your device just like Netflix and please add dog with a blog,3
2022-12-02,Versi macOs,Tolong buat versi mac juga,4
2020-09-10,H,"Udh bayar via telkomsel *363*999#,udh kepotong pulsa 25k,tapi kok paketnya g aktif?",1
2020-12-05,Keren Disney ..,Terimakasih,5
2020-09-09,Nungguin bisa nonton di TV,"Duh, untung saya baca review mbasis n masbri disini.. hampir saya subs yg 1 thn...",1
2022-09-24,Ejen ali,Ejen ali tidak ada seson sambung,2
2022-09-19,Add Dark Mode Please,"Its been years and this app still have no essential features such as dark mode features, picture in picture (play in background).",1
2020-10-02,Apple TV 😍,Akhirnya keluar di Apple TV. Pulang kerja langsung nonton mandalorian deh. Oiya bikin fitur share ke Instagram story dong kaya netflix,5
2022-01-01,Cannot play the download,I already download it but I can’t played it in airplane mode!,1
2020-11-30,Crappy customer service,"You guys need to be more serious in dealing with your customer
- Slow response on customer care email
- robotic response without ever pay attention to previous email

Very very bad experience. Consider yourself losing a customer. Canceling my subscription",1
2022-08-22,Please fix the automatic “next episodes” timing and add English subtitles,"The contents are bingeworthy, congrats on that. But technically the experience is not seamless - i.e jumping into automatic next episodes before the episode ends, that is really annoying because it jumps at crucial moments. Please add English subtitle on contents that are originally in English. Lastly, why can’t I watch Disney content when I’m traveling abroad?? I’m paying to watch to content and I can’t even watch what I have downloaded?",4
2020-09-05,Mantap!!!,Mantap!! Bukan hanya film disney doang tapi juga ada film lokal. Sempet ada issue di perolehan kuota tapi langsung solved. Sukses selalu 👍🏻,5
2020-12-08,Tidak bisa berhenti berlangganan,Gk bisa berhenti berlangganan,1
2020-10-24,dark mode,we need dark mode,5
2022-01-23,features,please add some features like double tap to fast forward like on ntflx/utube,4
2020-09-05,Senang,Senang banget bisa nonton film dan serial Disney secara resmi! Kualitasnya bagus!,5
2020-09-06,Good Experience,"Clear visual, smooth performance, and I can continue to watch my favorite serial again in here legally - Blackish 🙂",5
2020-09-04,Tidak mendukung Google Chromecast,"Untuk menonton di HP sangat bagus. Tidak kalah dari Netflix atau YouTube. Namun sayangnya aplikasi ini tidak mendukung cast ke Google Chromecast. Padahal aplikasi sejenis lainnya mendukung, seperti Netflix dan YouTube. Tolong ditambahkan fitur agar dapat cast ke Google Chromecast.",2
2020-09-04,Tidak bisa login,"Saat hendak login menerima kode verifikasi melalui sms. Tapi setelah kode diinput dan klik “continue” malah tidak bisa. 
Responnya kode verifikasi incorect",5
2020-09-19,Apple TV,Tolong disediakan untuk Apple TV.,5
2022-07-30,Fix it pls,Error and lags,4
2020-09-14,Need it On Apple TV,"Hi !
I love the app, but unfortunately the app is for iPhone (or iPad) only.
would you make it to be available on apple TV too?
Please.",4
2022-05-06,picture in picture,gabisa fitur pip nya di ipad maupun di iphone😭😭,4
2020-09-04,Minus chromecast,Tidak bisa casting melalui chromecast. sms OTP tidak diterima,2
2020-09-28,Bad,"There is no subtitle option on my iphone 7 plus, and still no dark mode updates. Fix this and i will rewrite my review, thanks",1
2020-10-05,Match content framerate and dynamic range,lack Match content framerate and dynamic range on Apple TV. please add them on future release.,3
2020-09-06,Chromecast,No chromecast support,3
2022-01-21,Enggak bisa nyambung ke tv,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",1
2020-12-13,aneh,"kenapa koneksinya suka error? padahal seharusnya lancar lancar aja, dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download",1
2022-01-13,OTP CODE,The OTP CODE really takes forever dude c’mon….,4
2022-09-28,So bad,Kenapa jadi berbayar semua. Sampai film yang pernah di tonton juga berbayar. Sangat mengecewakan 🤬🤬🤬😡😡😡,1
2022-06-23,susah bgt mau download,setiap mau download naik 1% aja bisa 4 jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis 4 gb satu video gara gara gagal terus setiap mau download,2
2022-07-01,Sms verifikasi tidak terkirim,Saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh 5G 👎unistall apk 👎,1
2020-09-05,Can’t be mirrored through Airplay,"movies and series cant be mirrored from iphone to apple tv, but trailers can be mirrored just fine. Please fix this bug.",2
2022-04-15,Glitch...?,I can't seem to get my OPT password upon registering.,1
2020-09-25,No Airplay?,"No airplay, screen mirroring or smart tv app??
Watching on phone or ipad is tiring! Please make it available for screen mirroring at least. Dont make our subscription such a waste",5
2020-11-01,Nice app,Really enjoy all the movies:),5
2020-11-27,No sub,"No English subtitle available, but shelling out soulless local dubs instead. The hell are they thinking?",1
2022-06-27,"All is Good, but",Everything is Good but what happen with The apps icon?,5
2020-09-04,Amazing,"Luar biasa film-film nya emang yg kita suka semuanya, bukan film-film ga jelas, top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼",5
2022-07-04,Error when choose the play time,"Please fix, I can’t choose the time video play, it’s like bug and it makes the quality of the platform go to low",2
2020-10-03,subtitles,please add english subtitles,3
2022-11-30,Downloading episodes,"Ga bisa download episode belakangan ini, terutama Grey’s Anatomy. Kenapa ya?",3
2020-09-15,Aplikasi di smart tv,Tlg buatin aplikasinya untuk LG smart tv. Biar ga ribet.,2
2020-10-10,Excellent but...,Should’ve add some options like removing movies that we hate.,5
2022-12-18,Auto redirect to another movie when open app,"please stop redirect to specific movie when open app, who have this idea?? its make worst user experience smh. most annoying",3
2020-09-05,Not working,"“Oops something went wrong, try again” been trying for hours and hours now. Geez ... if you’re not ready, don’t launch the app",1
2022-12-03,Kode OTP,"Ini kode OTP nya kok dikirim kaya nomer biasa gtuh ya ? Biasa nya kan kalo ngirim kode OTP app lainnya nomer perusaha an jadi masuk sms nya tuh nama perusahaan bukan nomer kaya nomer biasa, jadi nya ragu-ragu buat login",1
2020-09-05,Error saat mirroring ke tv,Error saat mirroring ke tv,3
2022-04-21,gabisa download,gabisa download apa gimana ini,3
2020-09-10,Can’t install the Indonesia version on iPad,"I have ever 7 times downloaded this application, but why was installing in India version not on Indonesia version?",1
2020-12-15,Bukan dia,Dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat,1
2022-06-25,Lemot,"Mau pk wifi super kenceng ato jaringan no wahid ktnya gada kendala, ttp aja srg ngelag n muter2 mulu. Kesel jd nntn keganggu banget.",1
2020-10-22,😡,ABSOLUTELY TRASH,1
2020-09-26,Keren,Mantap surantap,5
2020-09-07,No cast button on the apps,"Can we cast disney+ to tv with chrome cast? I once saw the button on the apps, but now there is no cast button",2
2022-07-11,Connection problems. Read this!!!,"Streaming any TV Shows or Movies often lags and my WiFi is fast (Amazon Prime, YouTube, Netflix, HBO never had any connection issues at best video quality). 

Don't fix app UI, for now, prioritise repair and upgrade on your server, so we all can enjoy streaming at Disney Hotstar.",4
2020-09-08,Review,"Harganya mendukung, murah. Aplikasi bagus. Tapi kok film mulan gak di release ya?",5
2022-09-17,bad,"paling susah vertifikasi nmr hp,percuma udah langganan tapi gabisa masuk",2
2020-09-13,Quite ok a for launching app,"Even though its a different app from US. I think the app is pretty solid, without much bugs. The price is reasonable, but the library also not too huge so its fair. Need to add device mainly Apple TV. IOS user will mainly watch on TV via Apple TV. Also when playing the logo disney+ on top is rather annoying. Preferable no logo or UI when playing for more immerse experience (like Netflix). Keep it up!!",5
2020-11-08,Hostar,Kak nanti sy kasih bintang 5 kalau film radha krishna ada season 2 dan seterusnya 🙏🏻🙏🏻 pliss yah kak,3
2020-11-06,👎,I can’t watch anything,1
2022-01-02,SNOWDROP,download for watching snowdrop kim jisoo,5
2022-06-24,Can’t download using data cellular,It suck,1
2020-09-11,DARK MODE,Dark mode,4
2022-02-04,OTP code not received,"Overall the app is so good but idk why is it so hard to get the otp code, I want to link my acc to another device but struggling with this.",3
2022-08-09,Unstable app,Had to kill app many times just to get the app loading. Every click resulted in frozen screen. Annoying 21+ acknowledgment for every damn episode. Do better.,2
2022-10-30,Aplikasi ngentot,"Kode konfirmasinya dibenerin dulu goblok, ditunggu sejam kaga muncul babi",1
2020-09-04,tvOS support,"Very appreciate, finally Disney+ arrived in Indonesia. Please add support to tvOS so appleTV user can enjoy it on a big screen, since its already available on androidTV as well.",5
2020-10-04,Puas,"Filmnya banyak banget, cuma kurang di tambah film indonya di update lagi film2 terbarunya oberall suka banget 😬",5
2022-01-23,Kendala login,Susah banget kalo login via web,3
2022-03-24,why do we need to pay it first before watching those films!?,I don't have money dumbass,4
2020-09-08,Sangat Dinanti!,"Sangat dinanti karena Konten DISNEY, That’s it, namun kenapa tidak bisa Airplay... 😟 Atau tolong buatkan aplikasi untuk APPLE TV Secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih",5
2022-02-03,Playback error keep happening for the downloaded videos,This app is really bad 👎 Playback error keep occurred when I want to play the download videos.. since my internet connection is quite slow I usually download the movies I want to watch first then watch it later after download is completed.  But this error keep happening so the download function is really useless.,1
2022-01-07,No!,Udah bayar nih gw sinyal kenceng masa iya buffering terus!!,1
2022-12-28,Freeze on ios 16.,"After download the app and open. Here what happen :
1. Bug on seacrh btn, keyboard doesn’t show
2. Freeze app, I can’t even swap to back home",1
2020-09-27,Tolong perbaiki,Saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan 3 bulan dan langganan 1 tahun.,1
2020-10-05,AirPods Pro Spatial Audio please,"thanks, we can watch from apple tv now. fo next, please make it compatible with AirPods Pro Spatial Audio please",4
2020-10-06,Add Dark Mode Please....,Please add DARK MODE please...,5
2022-10-18,ngk bisa login pake email,"ngk bisa login pake email
solusi",3
2022-12-17,Server,Kenapa si selalu gabisa play pake wifi,1
2022-02-05,HARD TO GET OTP CODE,I want to log in the app with my phone number but I can’t get the otp code via SMS/Call even though my phone number is already correct,4
2022-04-09,Please🙏🙏,Please developer disney+ ios add dark mode,5
2022-10-10,KECEWA,"Kenapa sekarang gak berlangganan lagi sama Telkomsel, biasa nya klo isi paket telkomsel sudah termasuk langganan disney+hotstar 1 bulan…sekarang udah gak bisa lagi, mohon maaf saya turunin bintang jadi bintang 1",1
2022-06-23,Otp masalah ajing,Aplikasi gblok otp susah banget dikirim,1
2020-09-05,Nice,Great collaboration Disney+ and Telkomsel,5
2020-09-12,Need support for tv playing,App kinda lagging. Could not cast to tv using google chrome cast. Found that in other country this app can be casted to tv. Please update it. Thx,3
2020-09-06,Tidak bisa login,Kode OTP ke nomor tujuan tidak masuk menggunakan perangkat ipad,1
2022-01-15,This version keeps on buffering,"Please fix it.

Thank you",3
2022-09-11,Buffering,Tiap 40 detik buffering,2
2020-09-05,Where is mulan??,"I downloaded this app and paid the subscription in order to watch the newest mulan, but all i can find in there is only the cartoon version of mulan.. how can i watch the human version of mulan.. i saw some people comment in instagram that mulan can only be seen through the premium app? How can i get the premium app??",3
2022-08-14,Jd error,"Abis update, knp jd gabisa kebuka ya? Loading muter2 terus.. sampe delete app terus download lg.. ga ada perubahan.. ttp gabisa kebuka",4
2020-09-05,Add a feature,Please add a feature to cast on Google Chromecast,5
2020-09-05,please add mirroring feature!,it would be convenient if there is a mirroring feature so we can watch through our tv,4
2022-06-23,Otp login sulit di dapat,Nunggu sms otp kayak nunggu surat resign dari bos,1
2022-11-23,Picture in Picture feature please,"Love the movies choices, but would be great if you add picture in picture feature",3
2022-01-18,KODE VERIFIKASI,"Gw uda berlangganan,mau login kode verifikasi nya gak di kirim* . ini gimana ceritanya oii",1
2020-09-06,CHROMECAST,CHROMECAST,1
2020-09-06,Watching “big” movies on iPads or iPhones are so lame!!!,"Quite nice app with quite extensive collection but only suitable for watching alone or when you are on the road.
This is supposed to be entertainment for whole family, but imagine watching a movie for let’s say a kid with his/her parents on iPads or even worse iPhones..
Please make it available to watch it on TVs or big screen because watching movies like Marvels’s or Avatar on small screens are sooo not fun!!!",2
2020-09-06,George Lucas’d be crying somewhere,"Great content, great movies collection, Top notch complete Star Wars universe. Too bad we had to watch then in small screen ONLY. Its a shame, George Lucas might be crying somewhere now if he found out we only able to watch The Jedis on the phone screen. Should be on the Apple Tv & Smart Tv . Please !!!!!!!!",3
2020-10-05,please,Akhirnya..bisa juga di apple tv..good job👍👍,5
2020-12-04,3 stars JUST BECAUSE this app provide Grey’s Anatomy,"- Can Disney directly handle this app? Not hotstar? So much for Disney+ but it’s actually MINUS in the terms of content!
- 4K RESOLUTION WHERE? F-kin grainy!
- App for windows where?
- ENGLISH SUBTITLE PLEASE
- You don’t even have “Share to Instagram” seriously?

+ Grey’s Anatomy (my forever guilty pleasure). I’m gonna immediately unsub when Grey’s Anatomy finished.",3
2022-08-15,Kode Otp tidak masuk masuk,"Astagfirullah, mau berlangganan susah banget. Kode otp ga masuk masuk. Pengen di bayarin ga sih ini aplikasi. Aneh banget",1
2022-10-31,play movie otomatis di thumbnailnya,"Kelemahan Aplikasi ini

~ suka play preview otomatis di thumbnailnya
Bisa ga sih ini diubah, gausah pake play preview gtu lah
Abis loh data orang!!!!

~ download diubah sesukanya jidat padahal aku mau low kapitas atau normal malah yg nanti jadinya HD padahal settingnya aku udah ku set ke LOW tapi tetap aja HD #korupsi data bgt ya",2
2022-06-25,No Picture in Picture,"Ga bisa picture in picture di ipad atau iphone.
Buka control centee video pause buka notification center video pause

Close aplikasi buat bales chat. Buka lagi video langsung buren padahal sebelumnya hd
Kualitas aplikasi yang sangat buruk",1
2022-08-22,Bad app,"App nya gak enak banget dipakai, jauh banget dibanding app sebelah",1
2020-09-12,Aplikasi tdk bisa di buka,"Seneng bisa setahun dengan harga hanya segitu dan film nya makin di tambahin terus. But, sorry to say, setelah melakukan update aplikasi jadi gak bisa di buka. Hehe :) saya melakukan pembayaran langganan melalui indomart (bukan kuota telkomsel) tapi sekarang hanya bisa di akses menggunakan kouta data. Terus apa guna nya saya beli langganan waktu ada awal rilis langsung melalui app? Hah?",1
2020-09-05,Can’t be casted to chromecast or apple tv,"Useless, who can have the joy of watching movies thru the tiny screen of a smart phone or even a tablet?!",1
2020-12-29,Mirror please,"I know we can just open browser and watch hotstar normally but it is easier to just mirror hotstar on tv, there is no apps as well on my samsung tv which is frustating, please fix it and will change the review, but for nor 2/5",2
2022-07-12,Good app,Bagus dan murah,5
2020-09-05,Kok tidak ada di Apple TV,"Apple TV 4K saya tidak ada disney plus hotstar, kenapa bisa?? Pdhl di iphone, ipad, imac ada!",1
2020-09-10,Apple tv apps please,"Cant screen mirrorin please make apps on apple tv, i subscribe already",1
2022-08-21,Josss,Nonton film disney full dan murah cuma 20 ribu,5
2020-09-05,Chromecast,Belum support chromecast ya?,5
2020-09-14,Not worth subscribing,"Don’t subscribe to this thing. It’s a joke. Can’t AirPlay it to my Samsung Smart TV, no app on the TV as well, and seriously, the viewing screen can’t get any smaller than this. Black screens on all four sides, and what’s with the Disney+ watermark? I know I am watching a Disney movie with a Disney+ app. I don’t need it reminding me all the time and it ended up sacrificing the whole movie watching experience. Don’t waste your money on this.",1
2022-02-16,Filmnya sedikit,"Filmnya sedikit banget, cuma film tertentu saja yg ada. Masih belum cukup menghibur app nya!.",1
2020-09-08,Cast,Help me to connection andoid tv.,5
2022-01-10,my review,Very Entertaining it's like you have an unlimited amount of movies and series to watch and it keeps up to date with the movie today,5
2022-05-29,Update The Season,This app is so great. Hope the developer do some updates on the documentary episodes.,4
2020-09-13,Kecewa,"Saya bayar untuk menonton film"" disney bukan film"" lokal indo. Tp yg diupdate film lokal indo mulu. Sangat kecewa",2
2020-11-26,Add Airplay support,Can you guys please add airplay support soon?,4
2020-09-05,India?,This is supposed to be for Indonesia not India,1
2020-12-27,Very nice,Very nice apps to stream,5
2022-08-31,shared,bisa share ke instagram story dong,4
2020-09-13,Share movie to IG stories,How to share the movie to IG story like Netflix did?,5
2022-05-14,Gak bisa connect ke TV pake HDMI,"Tolol bgt gak bisa connect ke TV pake HDMI, selalu minta matiin screen recording gak jelas. Mending Netflix bisa di connect ke TV",1
2022-07-09,Login Problem,"Everytime. Everytime I’m trying to log in on my desktop browser it’s always, always not sending the 4-digit code to my phone number. Been always like this since the first days of disney+, I mean how can I enjoy the show when it’s so freaking hard just to log myself in. It recommends me to get the code via call, it’s usually also not calling my number, or when it does, I can’t even hear the clear spelling of the numbers. Bad, just bad.",1
2020-09-07,Enrich Features,"Hi Dev Team,

Please to be add cast screen to AppleTV, since this cannot to be done mirroring. Would be nice if this can be watching on big screen (TV)",4
2020-11-05,Great app & service,"Just a couple of input for developer, 
Browsing for shows is a tad bit too hard, some shows doesn’t come out in the carousel unless you use the search function, we need better show browsing option.
Also some shows are missing english subtitles.",4
2020-12-03,Gagal download,"Segera di perbaiki apps, sudah berlanganan tidak bisa download film padahal internet lancar!!
Kecewa banget.",1
2020-09-13,ENABLE CAST!!,Enable cast!! No use to have tons of titles but forcing users to watch on phone screen,1
2022-05-06,bangkrut,mending bangkrut aja lah masa kode verifikasi ga dikirim kirim padahal nomor udah bener sebener benernha,1
2022-12-27,Membosankan,Pilihan filmnya sangat monoton kurang beragam.,1
2020-09-05,Add English Subtitles,"Looks good, but i hope you have english subtitles for the next updates",4
2020-09-05,Otp yg dikirim ke no hp kagak masuk2,Memang masih baru si ceritanya gw PO berlangganan dan paketan lewat telkomsel pas udah berhasil gw buka dong app nya trs login pake no telp tapi trs nanti ada kaya OTP kayanya masuk ke no telp tapi ditunggu kagak ada notif SMS apa2,2
2020-12-27,Amazing!!,Loving the movies and series so far. Can’t wait for more upcoming contents since i know (and tried) disney+ outside of indonesia and it had much larger catalog than this one. Dark mode would be appreciated. Loving the price. Please add the feature to share on instagram!! It makes gushing about movies/series that much mofe fun~,5
2020-12-19,My New Favorites Channel,"Semakin betah nonton via handphone/tablet dimana saja, kapan saja.

Apalagi serial2 spin off Avengers yang hanya Eksklusif tayang di Disney + HotStar, woooowww...🤩🤩🤩",5
2020-09-06,tidak full screen,Film2nya cukup bagus namun sayangnya tampilan filmnya tidak full screen di layar ho sperti app lain sejenis,5
2020-09-06,Good app,"4k, chromecast, and multiple user in one account features will be appreciated",5
2020-09-11,Can’t watch it on TV,"Please create the tvOS version, or at least enable AirPlay support",4
2020-12-17,Komplen,"Sama kaya my telkomsel, sering ngelag padahal sinyal lagi bagus yt, ig lancar kenapa cuma hotstar doang yang nge lag. Tolong dong telkomsel jangan kayak gini mulu lalo punya aplikasi",1
2022-11-17,OTP LAMA,Otp kok lama sekali mau login ga bisa,1
2022-08-12,Error,"Update terbaru malah bermasalah, tidak bisa dipakai. Diangap tidak belanganan, padahal baru saja berlanganan kembali..",2
2020-09-07,Cant connect to chromecast,Hey please fix this issue,1
2020-10-31,All best movie,Semua film terbaik rata-rata memang dari Disney. Nice one 👍👍,5
2020-09-10,Watch on the big screen with family (need airplay),Airplay is not a new technology. Please enable airplay for family to enjoy disney content on the big screen at home.,1
2022-06-27,WHERE IS THE OTP CODE?,"I'm willing to subscribe, just give me the OTP man, please fix this",1
2022-02-06,Download for Offline,"Everytime I exit the app , downloading will automaticly fail
please fix this so I dont need to wait in app everytimw I download film",1
2022-09-28,Bad server,"Gmna bisa Apps segede disney, Buffring trus… padahal koneksi bagus. Buruk bgt",1
2020-11-08,Susah streaming pakai wifi,online pake wifi gak bisa nonton/ download filmnya.,1
2020-09-05,Oops!,“Something went wrong. Please try again in sometimes.” Sering banget eror saat buka aplikasi di Ipad.,3
2020-11-05,Great App,"Cheap price, good watching",5
2020-11-01,Inaccurate subs,"The subtitle for Grey’s Anatomy is 50% inaccurate, please have someone with medical background review it. The app is otherwise fine.",3
2020-09-05,Needs chromecast support.,It's ridiculous having to watch movies and shows on a small screen..,1
2020-10-15,Ini bagus banget gw suka dan keren lengkap film2 disini. Wajib download deh pokoknya.,"This is really good, I like it and it's cool, the films are complete here. You have to download it.",5
2022-11-15,Ujung2 nya suruh langganan,"pertama kali donwload nonton apapun gratis eh ga lama ga bs nonton lagi cuma bs preview sinopsis, ujung2 nya suruh langganan bayar, apa gunanya pakai kartu halo yg bayar tiap bulan pake ga pake, kirain gratis untuk pengguna hallo, auto uninstall dah",1
2022-01-29,Okay,Troublesome in getting otp code. Please fix this.,3
2020-09-05,Need new features,Please add option to chromecast and share to instagram story,4
2020-11-15,Make it Compatible to Samsung Smart TV,Please make it available on samsung smart tv,3
2020-12-09,Sound/Audio bug,"sometimes it's happen, the sound was like 'drowned'. or is it just my audio problem???",3
2020-09-05,Good,"But can you guys upload more movie? I mean not all disney movies are inside, overall good and thanks you!",5
2022-06-13,Dari seseorang,Ga jls bgt,2
2020-09-05,👨‍❤️‍👨,It’s Marvelous!!!!!!!! Happy watchin’ alles!!!!,5
2020-09-05,FINALLY COME!,Im already install and also subscribe for 1 year’s. Please give a feature to watch on tv (mirroring) thanks!,5
2022-06-22,Love! There is indonesian language,cool!,5
2020-09-05,Hope to improve soon,"Collection is great, however too bad there’s no cast button yet. Dissaponting to have to watch all the great content on small iphone screen only",3
2020-09-05,Title nya gak selengkap disney+ US,"Pengen nonton Encore yang Kriesten Bell tapi kok gaada ya? Padahal di disney+ US ada. Plis tambahin film2 dan series disney yang lengkap, jangan malah film2 indonesia. Ini disney+, harusnya disneynya dulu dilengkapin.",3
2022-09-18,Kendala OTP dikirim via Whatsapp,Login via web emg sekarang otp nya dikirim dari wassap tidak dikenal?,3
2022-05-13,Didnt get any message or call verivication,Please fix this,2
2022-01-11,cant even download a thing,i tried to download a single film (of course i had my subscription and a lot of storage spaces) but it keeps failing. dont even bother to subscribe,1
2020-10-06,Sub english,Please add more sub english to series and movie,4
2022-11-27,OTP was sent vid WhatsApp,I’ve tried to log in to my account so many times but the OTP was sent via WhatsApp using suspicious phone number. I never received OTP through SMS and via call. Is there some issue with this app? Please fix this.,3
2020-09-27,Casting,Can’t cast to Apple TV or Chromecast. Please update!!,1
2020-09-05,Disappointed,"Already subscribed and pay for 1 year, really disappointed 

Can’t watch at Apple TV and Sony Bravia smart TV

I subscribed Apple TV, HBO, Netflix and Amazon but never have this issue

Really disappointed Disney, shame on You Bob Chapek",1
2020-10-14,Movie keeps buffering,Please fix this. It keeps buffering while the problem is definitely not on the internet.,5
2020-11-18,Sangat terganggu,"Bisa gk Kalo mau pasang ads di YT gk usah pake film horor.. terganggu banget tauk kalo nonton YT tengah malam tiba2 muncul ads film SETAN. 
AUTO UNINSTALL !!",1
2022-10-21,Naja,Jlk jalal am,1
2022-11-27,Movie number,Collection of movie number too view than netflix disney requested to add movie number to improve and to take interest costumers to subscribe disney otherwise costumers will left.,2
2020-12-05,Good but not great,"Moreee affordable than Netflix, and have good liblary of films. But please make iOS swipe gesture  nav bar disappear when viewing video full screen",3
2020-09-19,AppleTV app please,AppleTV app please,3
2020-12-17,"NEEDS MORE IMPROVEMENT, SEASONS AND BETTER TRANSLATION","hdeh cape bgt sebenernya td udah nulis panjang lebar bgt tapi keapus karena kepencet cancel jadi harus nulis ulang 🙃🙃

1. NEEDS MORE IMPROVEMENT
gatau ini terjadi ke gue aja apa gmn, but this is really irritating. setiap kali gue mau nonton tv shows thumbnail/isi konten (episodenya) itu berceceran. so like contoh nih, mau nonton episode 3, tapi thumbnailnya itu dari episode 7, jadinya ga sesuai gituloh.
kalo ga gitu pasti episodenya yg berceceran, contoh : gue mau nonton episode 4. thumbnailnya bener, tapi isi kontennya (episodenya) itu dari episode 6. and it’s really irritating sometimes karna kalo mau nonton ulang episodenya jadi bingung yg mana soalnya judul sama isi kontennya beda n berhamburan.

2. NEED MORE SEASONS AND EPISODES.
banyak tv show yg seasonnya belom lengkap. contohnya acara tv K.C UNDERCOVER, GIRL MEETS WORLD, JESSIE, dan A LOTTTTTTT more. k.c undercover originally had 3 seasons, tp di disney+ hotstar baru ada 1 season. so does jessie, gmw and other series. i know mungkin ini karna disney+ hotstar masih agak baru but i hope u guys can make it faster! 🤞💗

3. NEED A BETTER TRANSLATION / TRANSLATOR.
tbh i think this is also VERYY irritating. banyak kata2 yg salah di terjemahin. dan takutnya malah orang2 yg kurang ngerti bahasa inggris malah bingung soalnya yg diterjemahin sama yg diomongin n alur ceritanya jAuh buAngEttt. and that’s not really cool:/ once ada episode di tv show “JESSIE” dari s1 yg bener2 ngaco translationnya, and of course this does not apply to every words but still is a bit of a problem.

well after all i still love disney+ hotstar, but i think it just need some improvements and more episodes! but i think it’s fine since ini juga belom lama banget dirilis apknya. so yeahh i think that’s all for today! much love and goodluck! 💗💗",3
2020-10-09,Warning,Be very carefull with this app. It's an xxx-- rated app,1
2020-09-11,Masih kurang,Server login indonesia hanya bisa pakai nomor lokal (ga bisa pakai akun email/fb) terus ga bisa disambungin ke Smart TV,3
2022-04-03,JELEK SEKALI,"setiap kali habis subscribe gak bisa dibuka, error terus
iOS 15.4.1",1
2020-09-13,Days to watch,Please add “days to watch” on the movies that already been downloaded.,5
2020-09-04,MANTUL,Dari dulu dulu kek muncul :v,5
2022-03-08,Mengcapek!,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,2
2022-05-29,Download issue,"idk on system theres a download progress but on app it never reach 5% when  downloading and the result download always failed,pls fix  ( ios 15.5 )",3
2020-10-02,No TVOS app,No TvOS app until now.,1
2020-09-09,airplay icon is not available for Indonesia,"having had several attempts to cast the film to my airplay tv, which only gave me sound only no pictures, I searched the internet and the information given was to airplay from the my iPhone through tapping airplay icon which is supposed to be in the top right hand corner. I run again the app and could not find the above mentioned airplay icon. can you check again please, the version. thank you.",1
2020-12-02,Can’t Play,"Can’t be played using HDMI cable from IPhone, 1 Star for now",1
2022-05-12,buffering,"buffering melulu, padahal sinyal bagus",1
2020-09-05,Cast,No option to connect to chromecast,5
2022-08-18,sangat susah login,"Susah Login, kode OTP tidak masuk masuk",1
2020-09-06,No Chromecast and smartTV (webOS) features,"Tidak bisa menggunakan chromecast dan smartTV, untung cuman ambil langganan sebulan doang..",1
2023-11-01,"Making money fr children, but u’re children murderer!","Shame on you disney!! 100 years u try for making money from children, make a beautiful dream for them. But in the real life you’re a murderer. Murder thousands kids, or maybe millions? Bcause u’ve been around for 100 years, it means u’re a witness from the beginning when Palestine colonized. Then its not impossible that u’re contributed from the beginning!! Oh my God..",1
2023-11-03,Unistall,Sorry i must to uninstall rn cz this app help and pro to israel. Say good bye!!! ✌🏻,1
2023-11-03,#IstandwithPalestine,#IstandwithPalestine - Uninstalling and unsubscribe now,1
2023-11-02,Save Palestine,For god sake save palestine,1
2023-11-02,You support genocide and disgusting LGBT,"You support genocide.
You promote disgusting LGBTQ 🤮🤮🤮",1
2023-11-02,IM STAND WITH PALESTINE,"you killed the doctor and military family IM STAND WITH PALESTINE , YOU DONT HAVE A HUMANITY !",1
2023-11-01,Skip,"Harganya udah mahal bgt tbtb yg basic 65k 🤷🏻‍♀️tontonan disney banyak sisipan lgbt jg skrg, pro israel pula 😪 ngga lagi deh",1
2023-11-01,BOIKOT DISNEY!! BUAT IBU IBU WAJIB UNSINSTALL,Isi film banyak menyesatkan anak anak supaya menyesatkan mendukung LGBT dan penyumbang israel nauzubillah,1
